5000,83
5000,86
5000,85
6000,115
6000,108
6000,108
7000,133
7000,126
7000,131
8000,146
8000,147
8000,147
9000,163
9000,166
6807,104
6807,119
14834,289
19517,379
14271,260
14134,286
13666,273
15104,287
10052,190
11684,233
18368,365
8051,151
18368,340
